State,Year,commodity,status,existing_total_production,bulk_total_production,difference,pct_difference
UTAH,1988,Milk,added,,1167000000.0,,
WEST VIRGINIA,1988,Milk,added,,301000000.0,,
WYOMING,1988,Milk,added,,125000000.0,,
CALIFORNIA,1989,Cheese,added,,608088000.0,,
IDAHO,1989,Cheese,added,,160648000.0,,
ILLINOIS,1989,Cheese,added,,115090000.0,,
INDIANA,1989,Cheese,added,,27183000.0,,
IOWA,1989,Cheese,added,,256091000.0,,
KANSAS,1989,Cheese,added,,46988000.0,,
KENTUCKY,1989,Cheese,added,,31373000.0,,
MICHIGAN,1989,Cheese,added,,73673000.0,,
MINNESOTA,1989,Cheese,added,,610843000.0,,
MISSISSIPPI,1989,Cheese,added,,8808000.0,,
MISSOURI,1989,Cheese,added,,191757000.0,,
NEBRASKA,1989,Cheese,added,,112959000.0,,
NEW JERSEY,1989,Cheese,added,,44404000.0,,
NEW YORK,1989,Cheese,added,,500172000.0,,
NORTH DAKOTA,1989,Cheese,added,,40017000.0,,
OHIO,1989,Cheese,added,,92137000.0,,
OREGON,1989,Cheese,added,,34810000.0,,
PENNSYLVANIA,1989,Cheese,added,,220564000.0,,
SOUTH DAKOTA,1989,Cheese,added,,148849000.0,,
TENNESSEE,1989,Cheese,added,,13202000.0,,
UTAH,1989,Cheese,added,,65042000.0,,
VERMONT,1989,Cheese,added,,108371000.0,,
WASHINGTON,1989,Cheese,added,,67630000.0,,
WISCONSIN,1989,Cheese,added,,1847455000.0,,
HAWAII,1989,Coffee,removed,3200000.0,,,
ALABAMA,1989,Milk,added,,527000000.0,,
ALASKA,1989,Milk,added,,23300000.0,,
ARIZONA,1989,Milk,added,,1525000000.0,,
ARKANSAS,1989,Milk,added,,794000000.0,,
COLORADO,1989,Milk,added,,1277000000.0,,
CONNECTICUT,1989,Milk,added,,524000000.0,,
DELAWARE,1989,Milk,added,,127600000.0,,
GEORGIA,1989,Milk,added,,1303000000.0,,
HAWAII,1989,Milk,added,,154000000.0,,
KANSAS,1989,Milk,added,,1256000000.0,,
LOUISIANA,1989,Milk,added,,950000000.0,,
MAINE,1989,Milk,added,,609000000.0,,
MASSACHUSETTS,1989,Milk,added,,448000000.0,,
MISSISSIPPI,1989,Milk,added,,767000000.0,,
MONTANA,1989,Milk,added,,327000000.0,,
NEBRASKA,1989,Milk,added,,1360000000.0,,
NEVADA,1989,Milk,added,,295000000.0,,
NEW HAMPSHIRE,1989,Milk,added,,292000000.0,,
NEW JERSEY,1989,Milk,added,,364000000.0,,
NEW MEXICO,1989,Milk,added,,1243000000.0,,
NORTH DAKOTA,1989,Milk,added,,1030000000.0,,
OKLAHOMA,1989,Milk,added,,1232000000.0,,
OREGON,1989,Milk,added,,1509000000.0,,
RHODE ISLAND,1989,Milk,added,,34000000.0,,
SOUTH CAROLINA,1989,Milk,added,,462000000.0,,
SOUTH DAKOTA,1989,Milk,added,,1724000000.0,,
UTAH,1989,Milk,added,,1170000000.0,,
WEST VIRGINIA,1989,Milk,added,,279000000.0,,
WYOMING,1989,Milk,added,,124000000.0,,
HAWAII,1990,Coffee,removed,2800000.0,,,
ALABAMA,1990,Milk,added,,513000000.0,,
ALASKA,1990,Milk,added,,16800000.0,,
ARIZONA,1990,Milk,added,,1645000000.0,,
ARKANSAS,1990,Milk,added,,817000000.0,,
COLORADO,1990,Milk,added,,1323000000.0,,
CONNECTICUT,1990,Milk,added,,515000000.0,,
DELAWARE,1990,Milk,added,,123000000.0,,
GEORGIA,1990,Milk,added,,1440000000.0,,
HAWAII,1990,Milk,added,,151000000.0,,
KANSAS,1990,Milk,added,,1245000000.0,,
LOUISIANA,1990,Milk,added,,940000000.0,,
MAINE,1990,Milk,added,,614000000.0,,
MASSACHUSETTS,1990,Milk,added,,461000000.0,,
MISSISSIPPI,1990,Milk,added,,749000000.0,,
MONTANA,1990,Milk,added,,325000000.0,,
NEBRASKA,1990,Milk,added,,1345000000.0,,
NEVADA,1990,Milk,added,,328000000.0,,
NEW HAMPSHIRE,1990,Milk,added,,302000000.0,,
NEW JERSEY,1990,Milk,added,,352000000.0,,
NEW MEXICO,1990,Milk,added,,1524000000.0,,
NORTH DAKOTA,1990,Milk,added,,1073000000.0,,
OKLAHOMA,1990,Milk,added,,1245000000.0,,
OREGON,1990,Milk,added,,1611000000.0,,
RHODE ISLAND,1990,Milk,added,,34200000.0,,
SOUTH CAROLINA,1990,Milk,added,,447000000.0,,
SOUTH DAKOTA,1990,Milk,added,,1716000000.0,,
UTAH,1990,Milk,added,,1267000000.0,,
WEST VIRGINIA,1990,Milk,added,,270000000.0,,
WYOMING,1990,Milk,added,,124600000.0,,
HAWAII,1991,Coffee,removed,2800000.0,,,
ALABAMA,1991,Milk,added,,521000000.0,,
ALASKA,1991,Milk,added,,13300000.0,,
ARIZONA,1991,Milk,added,,1713000000.0,,
ARKANSAS,1991,Milk,added,,783000000.0,,
COLORADO,1991,Milk,added,,1335000000.0,,
CONNECTICUT,1991,Milk,added,,523000000.0,,
DELAWARE,1991,Milk,added,,130000000.0,,
GEORGIA,1991,Milk,added,,1447000000.0,,
HAWAII,1991,Milk,added,,141000000.0,,
KANSAS,1991,Milk,added,,1230000000.0,,
LOUISIANA,1991,Milk,added,,934000000.0,,
MAINE,1991,Milk,added,,621000000.0,,
MASSACHUSETTS,1991,Milk,added,,465000000.0,,
MISSISSIPPI,1991,Milk,added,,738000000.0,,
MONTANA,1991,Milk,added,,330000000.0,,
NEBRASKA,1991,Milk,added,,1280000000.0,,
NEVADA,1991,Milk,added,,350000000.0,,
NEW HAMPSHIRE,1991,Milk,added,,318000000.0,,
NEW JERSEY,1991,Milk,added,,354000000.0,,
NEW MEXICO,1991,Milk,added,,1917000000.0,,
NORTH DAKOTA,1991,Milk,added,,1035000000.0,,
OKLAHOMA,1991,Milk,added,,1223000000.0,,
OREGON,1991,Milk,added,,1659000000.0,,
RHODE ISLAND,1991,Milk,added,,34400000.0,,
SOUTH CAROLINA,1991,Milk,added,,405000000.0,,
SOUTH DAKOTA,1991,Milk,added,,1674000000.0,,
UTAH,1991,Milk,added,,1262000000.0,,
WEST VIRGINIA,1991,Milk,added,,270000000.0,,
WYOMING,1991,Milk,added,,109300000.0,,
HAWAII,1992,Coffee,removed,2400000.0,,,
ALABAMA,1992,Milk,added,,503000000.0,,
ALASKA,1992,Milk,added,,12200000.0,,
ARIZONA,1992,Milk,changed,453000000.0,1787000000.0,1334000000.0,2.944812362030905
ARKANSAS,1992,Milk,added,,787000000.0,,
COLORADO,1992,Milk,added,,1416000000.0,,
CONNECTICUT,1992,Milk,added,,541000000.0,,
DELAWARE,1992,Milk,added,,138200000.0,,
GEORGIA,1992,Milk,added,,1518000000.0,,
HAWAII,1992,Milk,added,,145000000.0,,
ILLINOIS,1992,Milk,changed,2533000000.0,2525000000.0,-8000000.0,-0.0031583103039873666
IOWA,1992,Milk,changed,4030000000.0,4006000000.0,-24000000.0,-0.005955334987593052
KANSAS,1992,Milk,added,,1220000000.0,,
LOUISIANA,1992,Milk,added,,960000000.0,,
MAINE,1992,Milk,added,,642000000.0,,
MASSACHUSETTS,1992,Milk,added,,479000000.0,,
MINNESOTA,1992,Milk,changed,9857000000.0,9858000000.0,1000000.0,0.00010145074566298062
MISSISSIPPI,1992,Milk,added,,756000000.0,,
MONTANA,1992,Milk,added,,327000000.0,,
NEBRASKA,1992,Milk,added,,1230000000.0,,
NEVADA,1992,Milk,added,,353000000.0,,
NEW HAMPSHIRE,1992,Milk,added,,332000000.0,,
NEW JERSEY,1992,Milk,added,,357000000.0,,
NEW MEXICO,1992,Milk,changed,560000000.0,2174000000.0,1614000000.0,2.882142857142857
NORTH DAKOTA,1992,Milk,added,,989000000.0,,
OKLAHOMA,1992,Milk,added,,1231000000.0,,
OREGON,1992,Milk,added,,1712000000.0,,
RHODE ISLAND,1992,Milk,added,,33300000.0,,
SOUTH CAROLINA,1992,Milk,added,,416000000.0,,
SOUTH DAKOTA,1992,Milk,added,,1660000000.0,,
UTAH,1992,Milk,added,,1345000000.0,,
WEST VIRGINIA,1992,Milk,added,,278000000.0,,
WISCONSIN,1992,Milk,changed,23850000000.0,23844000000.0,-6000000.0,-0.00025157232704402514
WYOMING,1992,Milk,added,,104200000.0,,
HAWAII,1993,Coffee,removed,2900000.0,,,
ALABAMA,1993,Milk,added,,515000000.0,,
ALASKA,1993,Milk,added,,12000000.0,,
ARKANSAS,1993,Milk,added,,769000000.0,,
COLORADO,1993,Milk,added,,1454000000.0,,
CONNECTICUT,1993,Milk,added,,543000000.0,,
DELAWARE,1993,Milk,added,,147000000.0,,
GEORGIA,1993,Milk,added,,1535000000.0,,
HAWAII,1993,Milk,added,,142000000.0,,
KANSAS,1993,Milk,added,,1080000000.0,,
LOUISIANA,1993,Milk,added,,935000000.0,,
MAINE,1993,Milk,added,,663000000.0,,
MARYLAND,1993,Milk,added,,1400000000.0,,
MASSACHUSETTS,1993,Milk,added,,478000000.0,,
MISSISSIPPI,1993,Milk,added,,745000000.0,,
MONTANA,1993,Milk,added,,307000000.0,,
NEBRASKA,1993,Milk,added,,1125000000.0,,
NEVADA,1993,Milk,added,,348000000.0,,
NEW HAMPSHIRE,1993,Milk,added,,325000000.0,,
NEW JERSEY,1993,Milk,added,,363000000.0,,
NORTH CAROLINA,1993,Milk,added,,1498000000.0,,
NORTH DAKOTA,1993,Milk,added,,918000000.0,,
OKLAHOMA,1993,Milk,added,,1257000000.0,,
OREGON,1993,Milk,added,,1692000000.0,,
RHODE ISLAND,1993,Milk,added,,32000000.0,,
SOUTH CAROLINA,1993,Milk,added,,418000000.0,,
SOUTH DAKOTA,1993,Milk,added,,1619000000.0,,
TENNESSEE,1993,Milk,added,,1897000000.0,,
UTAH,1993,Milk,added,,1332000000.0,,
WEST VIRGINIA,1993,Milk,added,,275000000.0,,
WYOMING,1993,Milk,added,,100000000.0,,
HAWAII,1994,Coffee,removed,4300000.0,,,
ALABAMA,1994,Milk,added,,500000000.0,,
ALASKA,1994,Milk,added,,13000000.0,,
ARKANSAS,1994,Milk,added,,753000000.0,,
COLORADO,1994,Milk,added,,1553000000.0,,
CONNECTICUT,1994,Milk,added,,530000000.0,,
DELAWARE,1994,Milk,added,,143000000.0,,
GEORGIA,1994,Milk,added,,1595000000.0,,
HAWAII,1994,Milk,added,,139000000.0,,
KANSAS,1994,Milk,added,,1125000000.0,,
LOUISIANA,1994,Milk,added,,925000000.0,,
MAINE,1994,Milk,added,,639000000.0,,
MARYLAND,1994,Milk,added,,1335000000.0,,
MASSACHUSETTS,1994,Milk,added,,455000000.0,,
MISSISSIPPI,1994,Milk,added,,731000000.0,,
MONTANA,1994,Milk,added,,307000000.0,,
NEBRASKA,1994,Milk,added,,1110000000.0,,
NEVADA,1994,Milk,added,,413000000.0,,
NEW HAMPSHIRE,1994,Milk,added,,313000000.0,,
NEW JERSEY,1994,Milk,added,,330000000.0,,
NORTH CAROLINA,1994,Milk,added,,1473000000.0,,
NORTH DAKOTA,1994,Milk,added,,869000000.0,,
OKLAHOMA,1994,Milk,added,,1287000000.0,,
OREGON,1994,Milk,added,,1714000000.0,,
RHODE ISLAND,1994,Milk,added,,32000000.0,,
SOUTH CAROLINA,1994,Milk,added,,411000000.0,,
SOUTH DAKOTA,1994,Milk,added,,1589000000.0,,
TENNESSEE,1994,Milk,added,,1812000000.0,,
UTAH,1994,Milk,added,,1431000000.0,,
WEST VIRGINIA,1994,Milk,added,,272000000.0,,
WYOMING,1994,Milk,added,,91000000.0,,
HAWAII,1995,Coffee,removed,5400000.0,,,
ALABAMA,1995,Milk,added,,482000000.0,,
ALASKA,1995,Milk,added,,12000000.0,,
ARKANSAS,1995,Milk,added,,729000000.0,,
COLORADO,1995,Milk,added,,1551000000.0,,
CONNECTICUT,1995,Milk,added,,526000000.0,,
DELAWARE,1995,Milk,added,,145000000.0,,
GEORGIA,1995,Milk,added,,1555000000.0,,
HAWAII,1995,Milk,added,,142000000.0,,
KANSAS,1995,Milk,added,,1180000000.0,,
LOUISIANA,1995,Milk,added,,905000000.0,,
MAINE,1995,Milk,added,,641000000.0,,
MARYLAND,1995,Milk,added,,1340000000.0,,
MASSACHUSETTS,1995,Milk,added,,448000000.0,,
MISSISSIPPI,1995,Milk,added,,710000000.0,,
MONTANA,1995,Milk,added,,315000000.0,,
NEBRASKA,1995,Milk,added,,1095000000.0,,
NEVADA,1995,Milk,added,,426000000.0,,
NEW HAMPSHIRE,1995,Milk,added,,326000000.0,,
NEW JERSEY,1995,Milk,added,,320000000.0,,
NORTH CAROLINA,1995,Milk,added,,1403000000.0,,
NORTH DAKOTA,1995,Milk,added,,838000000.0,,
OKLAHOMA,1995,Milk,added,,1293000000.0,,
OREGON,1995,Milk,added,,1677000000.0,,
RHODE ISLAND,1995,Milk,added,,33000000.0,,
SOUTH CAROLINA,1995,Milk,added,,391000000.0,,
SOUTH DAKOTA,1995,Milk,added,,1581000000.0,,
TENNESSEE,1995,Milk,added,,1745000000.0,,
UTAH,1995,Milk,added,,1473000000.0,,
WEST VIRGINIA,1995,Milk,added,,266000000.0,,
WYOMING,1995,Milk,added,,87000000.0,,
HAWAII,1996,Coffee,removed,6400000.0,,,
ALABAMA,1996,Milk,added,,434000000.0,,
ALASKA,1996,Milk,added,,14000000.0,,
ARKANSAS,1996,Milk,added,,675000000.0,,
COLORADO,1996,Milk,added,,1633000000.0,,
CONNECTICUT,1996,Milk,added,,499000000.0,,
DELAWARE,1996,Milk,added,,140000000.0,,
GEORGIA,1996,Milk,added,,1486000000.0,,
HAWAII,1996,Milk,added,,129000000.0,,
KANSAS,1996,Milk,added,,1200000000.0,,
LOUISIANA,1996,Milk,added,,838000000.0,,
MAINE,1996,Milk,added,,648000000.0,,
MARYLAND,1996,Milk,added,,1312000000.0,,
MASSACHUSETTS,1996,Milk,added,,440000000.0,,
MISSISSIPPI,1996,Milk,added,,658000000.0,,
MONTANA,1996,Milk,added,,307000000.0,,
NEBRASKA,1996,Milk,added,,1050000000.0,,
NEVADA,1996,Milk,added,,470000000.0,,
NEW HAMPSHIRE,1996,Milk,added,,324000000.0,,
NEW JERSEY,1996,Milk,added,,297000000.0,,
NORTH CAROLINA,1996,Milk,added,,1308000000.0,,
NORTH DAKOTA,1996,Milk,added,,804000000.0,,
OKLAHOMA,1996,Milk,added,,1245000000.0,,
OREGON,1996,Milk,added,,1608000000.0,,
RHODE ISLAND,1996,Milk,added,,31000000.0,,
SOUTH CAROLINA,1996,Milk,added,,381000000.0,,
SOUTH DAKOTA,1996,Milk,added,,1474000000.0,,
TENNESSEE,1996,Milk,added,,1630000000.0,,
UTAH,1996,Milk,added,,1547000000.0,,
WEST VIRGINIA,1996,Milk,added,,252000000.0,,
WYOMING,1996,Milk,added,,88000000.0,,
HAWAII,1997,Coffee,removed,9400000.0,,,
ALABAMA,1997,Honey,changed,924000.0,1075826.0,151826.0,0.1643138528138528
ALASKA,1997,Honey,added,,4910.0,,
COLORADO,1997,Honey,changed,1925000.0,1652508.0,-272492.0,-0.14155428571428572
CONNECTICUT,1997,Honey,added,,57540.0,,
DELAWARE,1997,Honey,added,,21339.0,,
HAWAII,1997,Honey,changed,1314000.0,949769.0,-364231.0,-0.27719254185692543
ILLINOIS,1997,Honey,changed,483000.0,493456.0,10456.0,0.021648033126293997
IOWA,1997,Honey,changed,3330000.0,2514850.0,-815150.0,-0.2447897897897898
KANSAS,1997,Honey,changed,1207000.0,989522.0,-217478.0,-0.18018061309030656
KENTUCKY,1997,Honey,changed,180000.0,105265.0,-74735.0,-0.4151944444444444
LOUISIANA,1997,Honey,changed,5060000.0,2848267.0,-2211733.0,-0.4371013833992095
MAINE,1997,Honey,changed,152000.0,177758.0,25758.0,0.16946052631578948
MASSACHUSETTS,1997,Honey,added,,371693.0,,
MICHIGAN,1997,Honey,changed,5950000.0,5587845.0,-362155.0,-0.06086638655462185
MISSOURI,1997,Honey,changed,1848000.0,1301336.0,-546664.0,-0.2958138528138528
MONTANA,1997,Honey,changed,12840000.0,8785295.0,-4054705.0,-0.3157869937694704
NEBRASKA,1997,Honey,changed,4087000.0,3173038.0,-913962.0,-0.2236266209933937
NEVADA,1997,Honey,changed,854000.0,97220.0,-756780.0,-0.8861592505854801
NEW HAMPSHIRE,1997,Honey,added,,58315.0,,
NEW YORK,1997,Honey,changed,4320000.0,4400363.0,80363.0,0.018602546296296298
NORTH DAKOTA,1997,Honey,changed,24500000.0,12815185.0,-11684815.0,-0.4769312244897959
OREGON,1997,Honey,changed,2650000.0,3325314.0,675314.0,0.2548354716981132
RHODE ISLAND,1997,Honey,added,,9726.0,,
SOUTH CAROLINA,1997,Honey,added,,228493.0,,
TENNESSEE,1997,Honey,changed,434000.0,516413.0,82413.0,0.18989170506912442
UTAH,1997,Honey,changed,1664000.0,1663454.0,-546.0,-0.000328125
VERMONT,1997,Honey,changed,315000.0,377360.0,62360.0,0.19796825396825396
VIRGINIA,1997,Honey,changed,424000.0,250279.0,-173721.0,-0.4097193396226415
WEST VIRGINIA,1997,Honey,changed,560000.0,234199.0,-325801.0,-0.5817875
WYOMING,1997,Honey,changed,2356000.0,1924624.0,-431376.0,-0.1830967741935484
ALABAMA,1997,Milk,added,,418000000.0,,
ALASKA,1997,Milk,added,,15000000.0,,
ARKANSAS,1997,Milk,added,,635000000.0,,
COLORADO,1997,Milk,added,,1679000000.0,,
CONNECTICUT,1997,Milk,added,,509000000.0,,
DELAWARE,1997,Milk,added,,148000000.0,,
GEORGIA,1997,Milk,added,,1488000000.0,,
HAWAII,1997,Milk,added,,123000000.0,,
KANSAS,1997,Milk,added,,1285000000.0,,
LOUISIANA,1997,Milk,added,,794000000.0,,
MAINE,1997,Milk,added,,662000000.0,,
MARYLAND,1997,Milk,added,,1326000000.0,,
MASSACHUSETTS,1997,Milk,added,,434000000.0,,
MISSISSIPPI,1997,Milk,added,,634000000.0,,
MONTANA,1997,Milk,added,,295000000.0,,
NEBRASKA,1997,Milk,added,,1040000000.0,,
NEVADA,1997,Milk,added,,477000000.0,,
NEW HAMPSHIRE,1997,Milk,added,,328000000.0,,
NEW JERSEY,1997,Milk,added,,299000000.0,,
NORTH CAROLINA,1997,Milk,added,,1304000000.0,,
NORTH DAKOTA,1997,Milk,added,,713000000.0,,
OKLAHOMA,1997,Milk,added,,1249000000.0,,
OREGON,1997,Milk,added,,1610000000.0,,
RHODE ISLAND,1997,Milk,added,,31900000.0,,
SOUTH CAROLINA,1997,Milk,added,,397000000.0,,
SOUTH DAKOTA,1997,Milk,added,,1384000000.0,,
TENNESSEE,1997,Milk,added,,1609000000.0,,
UTAH,1997,Milk,added,,1540000000.0,,
WEST VIRGINIA,1997,Milk,added,,266000000.0,,
WYOMING,1997,Milk,added,,83800000.0,,
HAWAII,1998,Coffee,removed,9500000.0,,,
ALABAMA,1998,Milk,added,,386000000.0,,
ALASKA,1998,Milk,added,,14000000.0,,
ARKANSAS,1998,Milk,added,,540000000.0,,
COLORADO,1998,Milk,added,,1689000000.0,,
CONNECTICUT,1998,Milk,added,,529000000.0,,
DELAWARE,1998,Milk,added,,159000000.0,,
GEORGIA,1998,Milk,added,,1437000000.0,,
HAWAII,1998,Milk,added,,129000000.0,,
KANSAS,1998,Milk,added,,1315000000.0,,
LOUISIANA,1998,Milk,added,,751000000.0,,
MAINE,1998,Milk,added,,680000000.0,,
MARYLAND,1998,Milk,added,,1340000000.0,,
MASSACHUSETTS,1998,Milk,added,,438000000.0,,
MISSISSIPPI,1998,Milk,added,,579000000.0,,
MONTANA,1998,Milk,added,,291000000.0,,
NEBRASKA,1998,Milk,added,,1050000000.0,,
NEVADA,1998,Milk,added,,502000000.0,,
NEW HAMPSHIRE,1998,Milk,added,,333000000.0,,
NEW JERSEY,1998,Milk,added,,292000000.0,,
NORTH CAROLINA,1998,Milk,added,,1251000000.0,,
NORTH DAKOTA,1998,Milk,added,,706000000.0,,
OKLAHOMA,1998,Milk,added,,1236000000.0,,
OREGON,1998,Milk,added,,1583000000.0,,
RHODE ISLAND,1998,Milk,added,,33000000.0,,
SOUTH CAROLINA,1998,Milk,added,,374000000.0,,
SOUTH DAKOTA,1998,Milk,added,,1386000000.0,,
TENNESSEE,1998,Milk,added,,1501000000.0,,
UTAH,1998,Milk,added,,1513000000.0,,
WEST VIRGINIA,1998,Milk,added,,278000000.0,,
WYOMING,1998,Milk,added,,80000000.0,,
HAWAII,1999,Coffee,removed,10000000.0,,,
ALABAMA,1999,Milk,added,,376000000.0,,
ALASKA,1999,Milk,added,,14000000.0,,
ARKANSAS,1999,Milk,added,,520000000.0,,
COLORADO,1999,Milk,added,,1728000000.0,,
CONNECTICUT,1999,Milk,added,,520000000.0,,
DELAWARE,1999,Milk,added,,145000000.0,,
GEORGIA,1999,Milk,added,,1449000000.0,,
HAWAII,1999,Milk,added,,120000000.0,,
KANSAS,1999,Milk,added,,1405000000.0,,
LOUISIANA,1999,Milk,added,,711000000.0,,
MAINE,1999,Milk,added,,689000000.0,,
MARYLAND,1999,Milk,added,,1365000000.0,,
MASSACHUSETTS,1999,Milk,added,,420000000.0,,
MISSISSIPPI,1999,Milk,added,,552000000.0,,
MONTANA,1999,Milk,added,,303000000.0,,
NEBRASKA,1999,Milk,added,,1139000000.0,,
NEVADA,1999,Milk,added,,456000000.0,,
NEW HAMPSHIRE,1999,Milk,added,,321000000.0,,
NEW JERSEY,1999,Milk,added,,280000000.0,,
NORTH CAROLINA,1999,Milk,added,,1216000000.0,,
NORTH DAKOTA,1999,Milk,added,,689000000.0,,
OKLAHOMA,1999,Milk,added,,1249000000.0,,
OREGON,1999,Milk,added,,1665000000.0,,
RHODE ISLAND,1999,Milk,added,,31000000.0,,
SOUTH CAROLINA,1999,Milk,added,,369000000.0,,
SOUTH DAKOTA,1999,Milk,added,,1419000000.0,,
TENNESSEE,1999,Milk,added,,1417000000.0,,
UTAH,1999,Milk,added,,1618000000.0,,
WEST VIRGINIA,1999,Milk,added,,275000000.0,,
WYOMING,1999,Milk,added,,80000000.0,,
HAWAII,2000,Coffee,removed,8700000.0,,,
ALABAMA,2000,Milk,added,,348000000.0,,
ALASKA,2000,Milk,added,,13000000.0,,
ARKANSAS,2000,Milk,added,,485000000.0,,
COLORADO,2000,Milk,added,,1924000000.0,,
CONNECTICUT,2000,Milk,added,,480000000.0,,
DELAWARE,2000,Milk,added,,146000000.0,,
GEORGIA,2000,Milk,added,,1433000000.0,,
HAWAII,2000,Milk,added,,116000000.0,,
KANSAS,2000,Milk,added,,1540000000.0,,
LOUISIANA,2000,Milk,added,,698000000.0,,
MAINE,2000,Milk,added,,668000000.0,,
MARYLAND,2000,Milk,added,,1351000000.0,,
MASSACHUSETTS,2000,Milk,added,,376000000.0,,
MISSISSIPPI,2000,Milk,added,,541000000.0,,
MONTANA,2000,Milk,added,,338000000.0,,
NEBRASKA,2000,Milk,added,,1255000000.0,,
NEVADA,2000,Milk,added,,476000000.0,,
NEW HAMPSHIRE,2000,Milk,added,,312000000.0,,
NEW JERSEY,2000,Milk,added,,244000000.0,,
NORTH CAROLINA,2000,Milk,added,,1189000000.0,,
NORTH DAKOTA,2000,Milk,added,,686000000.0,,
OKLAHOMA,2000,Milk,added,,1314000000.0,,
OREGON,2000,Milk,added,,1640000000.0,,
RHODE ISLAND,2000,Milk,added,,28000000.0,,
SOUTH CAROLINA,2000,Milk,added,,370000000.0,,
SOUTH DAKOTA,2000,Milk,added,,1474000000.0,,
TENNESSEE,2000,Milk,added,,1405000000.0,,
UTAH,2000,Milk,added,,1687000000.0,,
WEST VIRGINIA,2000,Milk,added,,265000000.0,,
WYOMING,2000,Milk,added,,76000000.0,,
HAWAII,2001,Coffee,removed,8000000.0,,,
ALABAMA,2001,Milk,added,,300000000.0,,
ALASKA,2001,Milk,added,,14000000.0,,
ARKANSAS,2001,Milk,added,,432000000.0,,
COLORADO,2001,Milk,added,,1970000000.0,,
CONNECTICUT,2001,Milk,added,,456000000.0,,
DELAWARE,2001,Milk,added,,150000000.0,,
GEORGIA,2001,Milk,added,,1433000000.0,,
HAWAII,2001,Milk,added,,106000000.0,,
KANSAS,2001,Milk,added,,1610000000.0,,
LOUISIANA,2001,Milk,added,,632000000.0,,
MAINE,2001,Milk,added,,654000000.0,,
MARYLAND,2001,Milk,added,,1294000000.0,,
MASSACHUSETTS,2001,Milk,added,,357000000.0,,
MISSISSIPPI,2001,Milk,added,,497000000.0,,
MONTANA,2001,Milk,added,,346000000.0,,
NEBRASKA,2001,Milk,added,,1166000000.0,,
NEVADA,2001,Milk,added,,485000000.0,,
NEW HAMPSHIRE,2001,Milk,added,,322000000.0,,
NEW JERSEY,2001,Milk,added,,233000000.0,,
NORTH CAROLINA,2001,Milk,added,,1154000000.0,,
NORTH DAKOTA,2001,Milk,added,,644000000.0,,
OKLAHOMA,2001,Milk,added,,1325000000.0,,
OREGON,2001,Milk,added,,1717000000.0,,
RHODE ISLAND,2001,Milk,added,,23000000.0,,
SOUTH CAROLINA,2001,Milk,added,,367000000.0,,
SOUTH DAKOTA,2001,Milk,added,,1370000000.0,,
TENNESSEE,2001,Milk,added,,1335000000.0,,
UTAH,2001,Milk,added,,1635000000.0,,
WEST VIRGINIA,2001,Milk,added,,249000000.0,,
WYOMING,2001,Milk,added,,63000000.0,,
HAWAII,2002,Coffee,removed,7500000.0,,,
ALABAMA,2002,Honey,changed,1032000.0,1317942.0,285942.0,0.2770755813953488
ALASKA,2002,Honey,added,,4667.0,,
ARIZONA,2002,Honey,changed,2394000.0,1337155.0,-1056845.0,-0.44145572263993316
CALIFORNIA,2002,Honey,changed,23500000.0,16303281.0,-7196719.0,-0.3062433617021277
CONNECTICUT,2002,Honey,added,,131982.0,,
DELAWARE,2002,Honey,added,,5066.0,,
ILLINOIS,2002,Honey,changed,720000.0,240991.0,-479009.0,-0.6652902777777778
LOUISIANA,2002,Honey,changed,4340000.0,2561951.0,-1778049.0,-0.4096887096774193
MAINE,2002,Honey,changed,451000.0,422293.0,-28707.0,-0.06365188470066518
MASSACHUSETTS,2002,Honey,added,,167566.0,,
MINNESOTA,2002,Honey,changed,8541000.0,6839183.0,-1701817.0,-0.19925266362252664
MONTANA,2002,Honey,changed,8442000.0,8497910.0,55910.0,0.006622838190002369
NEBRASKA,2002,Honey,changed,3225000.0,2815070.0,-409930.0,-0.12711007751937983
NEVADA,2002,Honey,changed,558000.0,30244.0,-527756.0,-0.9457992831541219
NEW HAMPSHIRE,2002,Honey,added,,101548.0,,
NEW YORK,2002,Honey,changed,5880000.0,4639785.0,-1240215.0,-0.21092091836734694
OHIO,2002,Honey,changed,1260000.0,1451952.0,191952.0,0.15234285714285714
OKLAHOMA,2002,Honey,changed,159000.0,309669.0,150669.0,0.9476037735849057
RHODE ISLAND,2002,Honey,added,,18457.0,,
SOUTH CAROLINA,2002,Honey,changed,470000.0,147845.0,-322155.0,-0.6854361702127659
UTAH,2002,Honey,changed,1298000.0,1102903.0,-195097.0,-0.15030585516178738
WISCONSIN,2002,Honey,changed,6650000.0,5583844.0,-1066156.0,-0.1603242105263158
WYOMING,2002,Honey,changed,2394000.0,1951596.0,-442404.0,-0.18479699248120302
ALABAMA,2002,Milk,added,,277000000.0,,
ALASKA,2002,Milk,added,,18000000.0,,
ARKANSAS,2002,Milk,added,,393000000.0,,
COLORADO,2002,Milk,added,,2159000000.0,,
CONNECTICUT,2002,Milk,added,,447000000.0,,
DELAWARE,2002,Milk,added,,150000000.0,,
GEORGIA,2002,Milk,added,,1470000000.0,,
HAWAII,2002,Milk,added,,97000000.0,,
KANSAS,2002,Milk,added,,2030000000.0,,
LOUISIANA,2002,Milk,added,,579000000.0,,
MAINE,2002,Milk,added,,656000000.0,,
MARYLAND,2002,Milk,added,,1301000000.0,,
