State,Year,commodity,total_production
DELAWARE,1992,Milk,138200000.0
FLORIDA,1992,Milk,2579000000.0
GEORGIA,1992,Milk,1518000000.0
HAWAII,1992,Milk,145000000.0
IDAHO,1992,Milk,3138000000.0
ILLINOIS,1992,Milk,2525000000.0
INDIANA,1992,Milk,2289000000.0
IOWA,1992,Milk,4006000000.0
KANSAS,1992,Milk,1220000000.0
KENTUCKY,1992,Milk,2150000000.0
LOUISIANA,1992,Milk,960000000.0
MAINE,1992,Milk,642000000.0
MARYLAND,1992,Milk,1444000000.0
MASSACHUSETTS,1992,Milk,479000000.0
MICHIGAN,1992,Milk,5397000000.0
MINNESOTA,1992,Milk,9858000000.0
MISSISSIPPI,1992,Milk,756000000.0
MISSOURI,1992,Milk,2971000000.0
MONTANA,1992,Milk,327000000.0
NEBRASKA,1992,Milk,1230000000.0
NEVADA,1992,Milk,353000000.0
NEW HAMPSHIRE,1992,Milk,332000000.0
NEW JERSEY,1992,Milk,357000000.0
NEW MEXICO,1992,Milk,2174000000.0
NEW YORK,1992,Milk,11557000000.0
NORTH CAROLINA,1992,Milk,1535000000.0
NORTH DAKOTA,1992,Milk,989000000.0
OHIO,1992,Milk,4695000000.0
OKLAHOMA,1992,Milk,1231000000.0
OREGON,1992,Milk,1712000000.0
PENNSYLVANIA,1992,Milk,10368000000.0
RHODE ISLAND,1992,Milk,33300000.0
SOUTH CAROLINA,1992,Milk,416000000.0
SOUTH DAKOTA,1992,Milk,1660000000.0
TENNESSEE,1992,Milk,1968000000.0
TEXAS,1992,Milk,5590000000.0
UTAH,1992,Milk,1345000000.0
VERMONT,1992,Milk,2510000000.0
VIRGINIA,1992,Milk,2049000000.0
WASHINGTON,1992,Milk,4836000000.0
WEST VIRGINIA,1992,Milk,278000000.0
WISCONSIN,1992,Milk,23844000000.0
WYOMING,1992,Milk,104200000.0
CALIFORNIA,1992,Yogurt,237695000.0
COLORADO,1992,Yogurt,27572000.0
FLORIDA,1992,Yogurt,8349000.0
ILLINOIS,1992,Yogurt,15899000.0
MICHIGAN,1992,Yogurt,105402000.0
NEW YORK,1992,Yogurt,200787000.0
NORTH CAROLINA,1992,Yogurt,3969000.0
TEXAS,1992,Yogurt,29239000.0
CALIFORNIA,1993,Cheese,848436000.0
COLORADO,1993,Cheese,607000.0
ILLINOIS,1993,Cheese,98339000.0
IOWA,1993,Cheese,270328000.0
KANSAS,1993,Cheese,44268000.0
MASSACHUSETTS,1993,Cheese,797000.0
MICHIGAN,1993,Cheese,107849000.0
MINNESOTA,1993,Cheese,646974000.0
MISSOURI,1993,Cheese,205944000.0
NEBRASKA,1993,Cheese,130802000.0
NEW JERSEY,1993,Cheese,11886000.0
NEW YORK,1993,Cheese,537667000.0
NORTH DAKOTA,1993,Cheese,33716000.0
OHIO,1993,Cheese,101885000.0
OREGON,1993,Cheese,44732000.0
PENNSYLVANIA,1993,Cheese,325328000.0
SOUTH DAKOTA,1993,Cheese,159202000.0
UTAH,1993,Cheese,78353000.0
VERMONT,1993,Cheese,132851000.0
WASHINGTON,1993,Cheese,76557000.0
WISCONSIN,1993,Cheese,2030021000.0
ALABAMA,1993,Honey,855000.0
ARIZONA,1993,Honey,4235000.0
ARKANSAS,1993,Honey,3650000.0
CALIFORNIA,1993,Honey,45000000.0
COLORADO,1993,Honey,3869000.0
FLORIDA,1993,Honey,22600000.0
GEORGIA,1993,Honey,4480000.0
HAWAII,1993,Honey,1593000.0
IDAHO,1993,Honey,9443000.0
ILLINOIS,1993,Honey,720000.0
INDIANA,1993,Honey,792000.0
IOWA,1993,Honey,2744000.0
KANSAS,1993,Honey,1311000.0
KENTUCKY,1993,Honey,240000.0
LOUISIANA,1993,Honey,4042000.0
MAINE,1993,Honey,650000.0
MARYLAND,1993,Honey,189000.0
MICHIGAN,1993,Honey,6930000.0
MINNESOTA,1993,Honey,14400000.0
MISSISSIPPI,1993,Honey,1037000.0
MISSOURI,1993,Honey,1752000.0
MONTANA,1993,Honey,9310000.0
NEBRASKA,1993,Honey,5810000.0
NEVADA,1993,Honey,728000.0
NEW JERSEY,1993,Honey,308000.0
NEW MEXICO,1993,Honey,1152000.0
NEW YORK,1993,Honey,4030000.0
NORTH CAROLINA,1993,Honey,795000.0
NORTH DAKOTA,1993,Honey,19800000.0
OHIO,1993,Honey,1980000.0
OKLAHOMA,1993,Honey,402000.0
OREGON,1993,Honey,3551000.0
PENNSYLVANIA,1993,Honey,1120000.0
SOUTH CAROLINA,1993,Honey,990000.0
SOUTH DAKOTA,1993,Honey,24010000.0
TENNESSEE,1993,Honey,408000.0
TEXAS,1993,Honey,8610000.0
UTAH,1993,Honey,2226000.0
VERMONT,1993,Honey,492000.0
VIRGINIA,1993,Honey,540000.0
WASHINGTON,1993,Honey,2700000.0
WEST VIRGINIA,1993,Honey,740000.0
WISCONSIN,1993,Honey,8200000.0
WYOMING,1993,Honey,1870000.0
ALABAMA,1993,Milk,515000000.0
ALASKA,1993,Milk,12000000.0
ARIZONA,1993,Milk,1876000000.0
ARKANSAS,1993,Milk,769000000.0
CALIFORNIA,1993,Milk,22924000000.0
COLORADO,1993,Milk,1454000000.0
CONNECTICUT,1993,Milk,543000000.0
DELAWARE,1993,Milk,147000000.0
FLORIDA,1993,Milk,2558000000.0
GEORGIA,1993,Milk,1535000000.0
HAWAII,1993,Milk,142000000.0
IDAHO,1993,Milk,3229000000.0
ILLINOIS,1993,Milk,2514000000.0
INDIANA,1993,Milk,2255000000.0
IOWA,1993,Milk,4054000000.0
KANSAS,1993,Milk,1080000000.0
KENTUCKY,1993,Milk,2120000000.0
LOUISIANA,1993,Milk,935000000.0
MAINE,1993,Milk,663000000.0
MARYLAND,1993,Milk,1400000000.0
MASSACHUSETTS,1993,Milk,478000000.0
MICHIGAN,1993,Milk,5435000000.0
MINNESOTA,1993,Milk,9693000000.0
MISSISSIPPI,1993,Milk,745000000.0
MISSOURI,1993,Milk,2840000000.0
MONTANA,1993,Milk,307000000.0
NEBRASKA,1993,Milk,1125000000.0
NEVADA,1993,Milk,348000000.0
NEW HAMPSHIRE,1993,Milk,325000000.0
NEW JERSEY,1993,Milk,363000000.0
NEW MEXICO,1993,Milk,2766000000.0
NEW YORK,1993,Milk,11415000000.0
NORTH CAROLINA,1993,Milk,1498000000.0
NORTH DAKOTA,1993,Milk,918000000.0
OHIO,1993,Milk,4620000000.0
OKLAHOMA,1993,Milk,1257000000.0
OREGON,1993,Milk,1692000000.0
PENNSYLVANIA,1993,Milk,10181000000.0
RHODE ISLAND,1993,Milk,32000000.0
SOUTH CAROLINA,1993,Milk,418000000.0
SOUTH DAKOTA,1993,Milk,1619000000.0
TENNESSEE,1993,Milk,1897000000.0
TEXAS,1993,Milk,5910000000.0
UTAH,1993,Milk,1332000000.0
VERMONT,1993,Milk,2504000000.0
VIRGINIA,1993,Milk,1995000000.0
WASHINGTON,1993,Milk,4980000000.0
WEST VIRGINIA,1993,Milk,275000000.0
WISCONSIN,1993,Milk,22844000000.0
WYOMING,1993,Milk,100000000.0
CALIFORNIA,1993,Yogurt,284944000.0
COLORADO,1993,Yogurt,27097000.0
ILLINOIS,1993,Yogurt,15267000.0
NEW YORK,1993,Yogurt,207202000.0
NORTH CAROLINA,1993,Yogurt,4697000.0
NORTH DAKOTA,1993,Yogurt,25000.0
TEXAS,1993,Yogurt,31071000.0
WISCONSIN,1993,Yogurt,21246000.0
CALIFORNIA,1994,Cheese,922887000.0
COLORADO,1994,Cheese,46656000.0
ILLINOIS,1994,Cheese,102246000.0
IOWA,1994,Cheese,268828000.0
KANSAS,1994,Cheese,38926000.0
MASSACHUSETTS,1994,Cheese,902000.0
MICHIGAN,1994,Cheese,116276000.0
MINNESOTA,1994,Cheese,658036000.0
MISSOURI,1994,Cheese,198540000.0
NEBRASKA,1994,Cheese,121699000.0
NEW JERSEY,1994,Cheese,13655000.0
NEW YORK,1994,Cheese,559636000.0
NORTH DAKOTA,1994,Cheese,31047000.0
OHIO,1994,Cheese,102655000.0
OREGON,1994,Cheese,45978000.0
PENNSYLVANIA,1994,Cheese,348285000.0
SOUTH DAKOTA,1994,Cheese,148484000.0
UTAH,1994,Cheese,86167000.0
VERMONT,1994,Cheese,122872000.0
WASHINGTON,1994,Cheese,79110000.0
WISCONSIN,1994,Cheese,2024068000.0
ALABAMA,1994,Honey,900000.0
ARIZONA,1994,Honey,3127000.0
ARKANSAS,1994,Honey,3905000.0
CALIFORNIA,1994,Honey,24000000.0
COLORADO,1994,Honey,3420000.0
FLORIDA,1994,Honey,19320000.0
GEORGIA,1994,Honey,5040000.0
HAWAII,1994,Honey,900000.0
IDAHO,1994,Honey,7493000.0
ILLINOIS,1994,Honey,1040000.0
INDIANA,1994,Honey,702000.0
IOWA,1994,Honey,3432000.0
KANSAS,1994,Honey,893000.0
KENTUCKY,1994,Honey,162000.0
LOUISIANA,1994,Honey,3920000.0
MAINE,1994,Honey,440000.0
MARYLAND,1994,Honey,252000.0
MICHIGAN,1994,Honey,7740000.0
MINNESOTA,1994,Honey,13430000.0
MISSISSIPPI,1994,Honey,1007000.0
MISSOURI,1994,Honey,1925000.0
MONTANA,1994,Honey,12495000.0
NEBRASKA,1994,Honey,3960000.0
NEVADA,1994,Honey,756000.0
NEW JERSEY,1994,Honey,363000.0
NEW MEXICO,1994,Honey,1216000.0
NEW YORK,1994,Honey,4624000.0
NORTH CAROLINA,1994,Honey,885000.0
NORTH DAKOTA,1994,Honey,32430000.0
OHIO,1994,Honey,1728000.0
OKLAHOMA,1994,Honey,290000.0
OREGON,1994,Honey,3250000.0
PENNSYLVANIA,1994,Honey,1269000.0
SOUTH CAROLINA,1994,Honey,1000000.0
SOUTH DAKOTA,1994,Honey,26000000.0
TENNESSEE,1994,Honey,306000.0
TEXAS,1994,Honey,7622000.0
UTAH,1994,Honey,2537000.0
VERMONT,1994,Honey,385000.0
VIRGINIA,1994,Honey,572000.0
WASHINGTON,1994,Honey,3720000.0
WEST VIRGINIA,1994,Honey,880000.0
WISCONSIN,1994,Honey,5325000.0
WYOMING,1994,Honey,3174000.0
ALABAMA,1994,Milk,500000000.0
ALASKA,1994,Milk,13000000.0
ARIZONA,1994,Milk,2134000000.0
ARKANSAS,1994,Milk,753000000.0
CALIFORNIA,1994,Milk,25234000000.0
COLORADO,1994,Milk,1553000000.0
CONNECTICUT,1994,Milk,530000000.0
DELAWARE,1994,Milk,143000000.0
FLORIDA,1994,Milk,2623000000.0
GEORGIA,1994,Milk,1595000000.0
HAWAII,1994,Milk,139000000.0
IDAHO,1994,Milk,3754000000.0
ILLINOIS,1994,Milk,2452000000.0
INDIANA,1994,Milk,2257000000.0
IOWA,1994,Milk,3960000000.0
KANSAS,1994,Milk,1125000000.0
KENTUCKY,1994,Milk,2007000000.0
LOUISIANA,1994,Milk,925000000.0
MAINE,1994,Milk,639000000.0
MARYLAND,1994,Milk,1335000000.0
MASSACHUSETTS,1994,Milk,455000000.0
MICHIGAN,1994,Milk,5545000000.0
MINNESOTA,1994,Milk,9342000000.0
MISSISSIPPI,1994,Milk,731000000.0
MISSOURI,1994,Milk,2715000000.0
MONTANA,1994,Milk,307000000.0
NEBRASKA,1994,Milk,1110000000.0
NEVADA,1994,Milk,413000000.0
NEW HAMPSHIRE,1994,Milk,313000000.0
NEW JERSEY,1994,Milk,330000000.0
NEW MEXICO,1994,Milk,3325000000.0
NEW YORK,1994,Milk,11400000000.0
NORTH CAROLINA,1994,Milk,1473000000.0
NORTH DAKOTA,1994,Milk,869000000.0
OHIO,1994,Milk,4513000000.0
OKLAHOMA,1994,Milk,1287000000.0
OREGON,1994,Milk,1714000000.0
PENNSYLVANIA,1994,Milk,10230000000.0
RHODE ISLAND,1994,Milk,32000000.0
SOUTH CAROLINA,1994,Milk,411000000.0
SOUTH DAKOTA,1994,Milk,1589000000.0
TENNESSEE,1994,Milk,1812000000.0
TEXAS,1994,Milk,6225000000.0
UTAH,1994,Milk,1431000000.0
VERMONT,1994,Milk,2457000000.0
VIRGINIA,1994,Milk,1924000000.0
WASHINGTON,1994,Milk,5203000000.0
WEST VIRGINIA,1994,Milk,272000000.0
WISCONSIN,1994,Milk,22412000000.0
WYOMING,1994,Milk,91000000.0
CALIFORNIA,1994,Yogurt,286766000.0
COLORADO,1994,Yogurt,28701000.0
ILLINOIS,1994,Yogurt,18305000.0
NEW YORK,1994,Yogurt,229680000.0
NORTH CAROLINA,1994,Yogurt,4010000.0
NORTH DAKOTA,1994,Yogurt,28000.0
WISCONSIN,1994,Yogurt,21476000.0
CALIFORNIA,1995,Cheese,951677000.0
IDAHO,1995,Cheese,389914000.0
ILLINOIS,1995,Cheese,111577000.0
IOWA,1995,Cheese,240577000.0
KANSAS,1995,Cheese,28884000.0
MASSACHUSETTS,1995,Cheese,1030000.0
MICHIGAN,1995,Cheese,111010000.0
MINNESOTA,1995,Cheese,678405000.0
MISSOURI,1995,Cheese,144378000.0
NEBRASKA,1995,Cheese,116356000.0
NEW JERSEY,1995,Cheese,25622000.0
NEW YORK,1995,Cheese,556999000.0
NORTH DAKOTA,1995,Cheese,29506000.0
OHIO,1995,Cheese,105862000.0
OREGON,1995,Cheese,51281000.0
PENNSYLVANIA,1995,Cheese,347774000.0
SOUTH DAKOTA,1995,Cheese,147746000.0
TENNESSEE,1995,Cheese,17675000.0
UTAH,1995,Cheese,80893000.0
VERMONT,1995,Cheese,137210000.0
WASHINGTON,1995,Cheese,82377000.0
WISCONSIN,1995,Cheese,2090827000.0
ALABAMA,1995,Honey,928000.0
ARIZONA,1995,Honey,4108000.0
ARKANSAS,1995,Honey,3300000.0
CALIFORNIA,1995,Honey,39060000.0
COLORADO,1995,Honey,2700000.0
FLORIDA,1995,Honey,19780000.0
GEORGIA,1995,Honey,4340000.0
HAWAII,1995,Honey,1032000.0
IDAHO,1995,Honey,6000000.0
ILLINOIS,1995,Honey,814000.0
INDIANA,1995,Honey,756000.0
IOWA,1995,Honey,3060000.0
KANSAS,1995,Honey,1139000.0
KENTUCKY,1995,Honey,132000.0
LOUISIANA,1995,Honey,4522000.0
MAINE,1995,Honey,495000.0
MARYLAND,1995,Honey,245000.0
MICHIGAN,1995,Honey,8924000.0
MINNESOTA,1995,Honey,13530000.0
MISSISSIPPI,1995,Honey,1120000.0
MISSOURI,1995,Honey,1541000.0
MONTANA,1995,Honey,8480000.0
NEBRASKA,1995,Honey,4380000.0
NEVADA,1995,Honey,290000.0
NEW JERSEY,1995,Honey,340000.0
NEW MEXICO,1995,Honey,1235000.0
NEW YORK,1995,Honey,5250000.0
NORTH CAROLINA,1995,Honey,624000.0
NORTH DAKOTA,1995,Honey,23760000.0
OHIO,1995,Honey,1550000.0
OKLAHOMA,1995,Honey,304000.0
OREGON,1995,Honey,2704000.0
PENNSYLVANIA,1995,Honey,1075000.0
SOUTH CAROLINA,1995,Honey,810000.0
SOUTH DAKOTA,1995,Honey,20400000.0
TENNESSEE,1995,Honey,265000.0
TEXAS,1995,Honey,8904000.0
UTAH,1995,Honey,1056000.0
VERMONT,1995,Honey,335000.0
VIRGINIA,1995,Honey,405000.0
WASHINGTON,1995,Honey,3540000.0
WEST VIRGINIA,1995,Honey,533000.0
WISCONSIN,1995,Honey,5767000.0
WYOMING,1995,Honey,1368000.0
ALABAMA,1995,Milk,482000000.0
ALASKA,1995,Milk,12000000.0
ARIZONA,1995,Milk,2230000000.0
ARKANSAS,1995,Milk,729000000.0
CALIFORNIA,1995,Milk,25327000000.0
COLORADO,1995,Milk,1551000000.0
CONNECTICUT,1995,Milk,526000000.0
DELAWARE,1995,Milk,145000000.0
FLORIDA,1995,Milk,2381000000.0
GEORGIA,1995,Milk,1555000000.0
HAWAII,1995,Milk,142000000.0
IDAHO,1995,Milk,4210000000.0
ILLINOIS,1995,Milk,2399000000.0
INDIANA,1995,Milk,2214000000.0
IOWA,1995,Milk,4047000000.0
KANSAS,1995,Milk,1180000000.0
KENTUCKY,1995,Milk,2020000000.0
LOUISIANA,1995,Milk,905000000.0
MAINE,1995,Milk,641000000.0
MARYLAND,1995,Milk,1340000000.0
MASSACHUSETTS,1995,Milk,448000000.0
MICHIGAN,1995,Milk,5565000000.0
MINNESOTA,1995,Milk,9409000000.0
MISSISSIPPI,1995,Milk,710000000.0
MISSOURI,1995,Milk,2690000000.0
MONTANA,1995,Milk,315000000.0
NEBRASKA,1995,Milk,1095000000.0
NEVADA,1995,Milk,426000000.0
NEW HAMPSHIRE,1995,Milk,326000000.0
NEW JERSEY,1995,Milk,320000000.0
NEW MEXICO,1995,Milk,3623000000.0
NEW YORK,1995,Milk,11600000000.0
NORTH CAROLINA,1995,Milk,1403000000.0
NORTH DAKOTA,1995,Milk,838000000.0
OHIO,1995,Milk,4600000000.0
OKLAHOMA,1995,Milk,1293000000.0
OREGON,1995,Milk,1677000000.0
PENNSYLVANIA,1995,Milk,10489000000.0
RHODE ISLAND,1995,Milk,33000000.0
SOUTH CAROLINA,1995,Milk,391000000.0
SOUTH DAKOTA,1995,Milk,1581000000.0
TENNESSEE,1995,Milk,1745000000.0
TEXAS,1995,Milk,6113000000.0
UTAH,1995,Milk,1473000000.0
VERMONT,1995,Milk,2545000000.0
VIRGINIA,1995,Milk,1950000000.0
WASHINGTON,1995,Milk,5304000000.0
WEST VIRGINIA,1995,Milk,266000000.0
WISCONSIN,1995,Milk,22942000000.0
WYOMING,1995,Milk,87000000.0
CALIFORNIA,1995,Yogurt,251651000.0
COLORADO,1995,Yogurt,25229000.0
ILLINOIS,1995,Yogurt,18575000.0
NEW YORK,1995,Yogurt,231805000.0
NORTH DAKOTA,1995,Yogurt,26000.0
TENNESSEE,1995,Yogurt,169000.0
WISCONSIN,1995,Yogurt,25855000.0
CALIFORNIA,1996,Cheese,1053979000.0
IDAHO,1996,Cheese,432888000.0
ILLINOIS,1996,Cheese,115248000.0
IOWA,1996,Cheese,225189000.0
KANSAS,1996,Cheese,29328000.0
MASSACHUSETTS,1996,Cheese,934000.0
MICHIGAN,1996,Cheese,106603000.0
MINNESOTA,1996,Cheese,682058000.0
MISSOURI,1996,Cheese,159049000.0
NEBRASKA,1996,Cheese,110876000.0
NEW YORK,1996,Cheese,583689000.0
NORTH DAKOTA,1996,Cheese,24820000.0
OHIO,1996,Cheese,109576000.0
OREGON,1996,Cheese,52157000.0
PENNSYLVANIA,1996,Cheese,340587000.0
SOUTH DAKOTA,1996,Cheese,137897000.0
TENNESSEE,1996,Cheese,10838000.0
UTAH,1996,Cheese,84702000.0
VERMONT,1996,Cheese,134031000.0
WASHINGTON,1996,Cheese,104284000.0
WISCONSIN,1996,Cheese,2095946000.0
ALABAMA,1996,Honey,960000.0
ARIZONA,1996,Honey,1920000.0
ARKANSAS,1996,Honey,4200000.0
CALIFORNIA,1996,Honey,27300000.0
COLORADO,1996,Honey,2220000.0
FLORIDA,1996,Honey,25200000.0
GEORGIA,1996,Honey,5100000.0
HAWAII,1996,Honey,1240000.0
IDAHO,1996,Honey,4950000.0
ILLINOIS,1996,Honey,814000.0
INDIANA,1996,Honey,675000.0
IOWA,1996,Honey,3484000.0
KANSAS,1996,Honey,816000.0
KENTUCKY,1996,Honey,180000.0
LOUISIANA,1996,Honey,4664000.0
MAINE,1996,Honey,207000.0
MARYLAND,1996,Honey,224000.0
MICHIGAN,1996,Honey,8640000.0
MINNESOTA,1996,Honey,11550000.0
MISSISSIPPI,1996,Honey,1360000.0
MISSOURI,1996,Honey,1628000.0
MONTANA,1996,Honey,7020000.0
NEBRASKA,1996,Honey,4875000.0
NEVADA,1996,Honey,854000.0
NEW JERSEY,1996,Honey,315000.0
NEW MEXICO,1996,Honey,1155000.0
NEW YORK,1996,Honey,5440000.0
NORTH CAROLINA,1996,Honey,528000.0
NORTH DAKOTA,1996,Honey,19780000.0
OHIO,1996,Honey,1680000.0
OKLAHOMA,1996,Honey,236000.0
OREGON,1996,Honey,3245000.0
PENNSYLVANIA,1996,Honey,1058000.0
SOUTH CAROLINA,1996,Honey,810000.0
SOUTH DAKOTA,1996,Honey,23280000.0
TENNESSEE,1996,Honey,320000.0
TEXAS,1996,Honey,6806000.0
UTAH,1996,Honey,1564000.0
VERMONT,1996,Honey,332000.0
VIRGINIA,1996,Honey,350000.0
WASHINGTON,1996,Honey,3480000.0
WEST VIRGINIA,1996,Honey,590000.0
WISCONSIN,1996,Honey,5382000.0
WYOMING,1996,Honey,2920000.0
ALABAMA,1996,Milk,434000000.0
ALASKA,1996,Milk,14000000.0
ARIZONA,1996,Milk,2474000000.0
ARKANSAS,1996,Milk,675000000.0
CALIFORNIA,1996,Milk,25848000000.0
COLORADO,1996,Milk,1633000000.0
CONNECTICUT,1996,Milk,499000000.0
DELAWARE,1996,Milk,140000000.0
FLORIDA,1996,Milk,2401000000.0
GEORGIA,1996,Milk,1486000000.0
HAWAII,1996,Milk,129000000.0
IDAHO,1996,Milk,4735000000.0
ILLINOIS,1996,Milk,2247000000.0
INDIANA,1996,Milk,2166000000.0
IOWA,1996,Milk,3784000000.0
KANSAS,1996,Milk,1200000000.0
KENTUCKY,1996,Milk,1860000000.0
LOUISIANA,1996,Milk,838000000.0
MAINE,1996,Milk,648000000.0
MARYLAND,1996,Milk,1312000000.0
MASSACHUSETTS,1996,Milk,440000000.0
MICHIGAN,1996,Milk,5430000000.0
MINNESOTA,1996,Milk,9440000000.0
MISSISSIPPI,1996,Milk,658000000.0
MISSOURI,1996,Milk,2443000000.0
MONTANA,1996,Milk,307000000.0
NEBRASKA,1996,Milk,1050000000.0
NEVADA,1996,Milk,470000000.0
NEW HAMPSHIRE,1996,Milk,324000000.0
NEW JERSEY,1996,Milk,297000000.0
NEW MEXICO,1996,Milk,3753000000.0
NEW YORK,1996,Milk,11510000000.0
NORTH CAROLINA,1996,Milk,1308000000.0
NORTH DAKOTA,1996,Milk,804000000.0
OHIO,1996,Milk,4360000000.0
OKLAHOMA,1996,Milk,1245000000.0
OREGON,1996,Milk,1608000000.0
PENNSYLVANIA,1996,Milk,10484000000.0
RHODE ISLAND,1996,Milk,31000000.0
SOUTH CAROLINA,1996,Milk,381000000.0
SOUTH DAKOTA,1996,Milk,1474000000.0
TENNESSEE,1996,Milk,1630000000.0
TEXAS,1996,Milk,6120000000.0
UTAH,1996,Milk,1547000000.0
VERMONT,1996,Milk,2569000000.0
VIRGINIA,1996,Milk,1805000000.0
WASHINGTON,1996,Milk,5279000000.0
WEST VIRGINIA,1996,Milk,252000000.0
WISCONSIN,1996,Milk,22376000000.0
WYOMING,1996,Milk,88000000.0
CALIFORNIA,1996,Yogurt,196778000.0
ILLINOIS,1996,Yogurt,15349000.0
NEW YORK,1996,Yogurt,208513000.0
NORTH DAKOTA,1996,Yogurt,28000.0
WISCONSIN,1996,Yogurt,31776000.0
CALIFORNIA,1997,Cheese,1174171000.0
IDAHO,1997,Cheese,471928000.0
ILLINOIS,1997,Cheese,120199000.0
IOWA,1997,Cheese,234252000.0
KANSAS,1997,Cheese,27708000.0
MINNESOTA,1997,Cheese,642013000.0
MISSOURI,1997,Cheese,166713000.0
NEBRASKA,1997,Cheese,96151000.0
NEW JERSEY,1997,Cheese,41828000.0
NEW MEXICO,1997,Cheese,189686000.0
NEW YORK,1997,Cheese,616689000.0
NORTH DAKOTA,1997,Cheese,21284000.0
OHIO,1997,Cheese,111542000.0
PENNSYLVANIA,1997,Cheese,342776000.0
SOUTH DAKOTA,1997,Cheese,135690000.0
UTAH,1997,Cheese,63531000.0
VERMONT,1997,Cheese,101880000.0
WASHINGTON,1997,Cheese,121085000.0
WISCONSIN,1997,Cheese,2119317000.0
ALABAMA,1997,Honey,1075826.0
ALASKA,1997,Honey,4910.0
ARIZONA,1997,Honey,3360000.0
ARKANSAS,1997,Honey,4750000.0
CALIFORNIA,1997,Honey,31500000.0
COLORADO,1997,Honey,1652508.0
CONNECTICUT,1997,Honey,57540.0
DELAWARE,1997,Honey,21339.0
FLORIDA,1997,Honey,16080000.0
GEORGIA,1997,Honey,3450000.0
HAWAII,1997,Honey,949769.0
IDAHO,1997,Honey,7680000.0
ILLINOIS,1997,Honey,493456.0
INDIANA,1997,Honey,568000.0
IOWA,1997,Honey,2514850.0
KANSAS,1997,Honey,989522.0
KENTUCKY,1997,Honey,105265.0
LOUISIANA,1997,Honey,2848267.0
MAINE,1997,Honey,177758.0
MARYLAND,1997,Honey,240000.0
MASSACHUSETTS,1997,Honey,371693.0
MICHIGAN,1997,Honey,5587845.0
MINNESOTA,1997,Honey,10585000.0
MISSISSIPPI,1997,Honey,1387000.0
MISSOURI,1997,Honey,1301336.0
MONTANA,1997,Honey,8785295.0
NEBRASKA,1997,Honey,3173038.0
NEVADA,1997,Honey,97220.0
NEW HAMPSHIRE,1997,Honey,58315.0
NEW JERSEY,1997,Honey,490000.0
NEW MEXICO,1997,Honey,900000.0
NEW YORK,1997,Honey,4400363.0
NORTH CAROLINA,1997,Honey,464000.0
NORTH DAKOTA,1997,Honey,12815185.0
OHIO,1997,Honey,1760000.0
OKLAHOMA,1997,Honey,232000.0
OREGON,1997,Honey,3325314.0
PENNSYLVANIA,1997,Honey,1056000.0
RHODE ISLAND,1997,Honey,9726.0
SOUTH CAROLINA,1997,Honey,228493.0
SOUTH DAKOTA,1997,Honey,15600000.0
TENNESSEE,1997,Honey,516413.0
TEXAS,1997,Honey,9964000.0
UTAH,1997,Honey,1663454.0
VERMONT,1997,Honey,377360.0
VIRGINIA,1997,Honey,250279.0
WASHINGTON,1997,Honey,3120000.0
WEST VIRGINIA,1997,Honey,234199.0
WISCONSIN,1997,Honey,4740000.0
WYOMING,1997,Honey,1924624.0
ALABAMA,1997,Milk,418000000.0
ALASKA,1997,Milk,15000000.0
ARIZONA,1997,Milk,2664000000.0
ARKANSAS,1997,Milk,635000000.0
CALIFORNIA,1997,Milk,27582000000.0
COLORADO,1997,Milk,1679000000.0
CONNECTICUT,1997,Milk,509000000.0
DELAWARE,1997,Milk,148000000.0
FLORIDA,1997,Milk,2476000000.0
GEORGIA,1997,Milk,1488000000.0
HAWAII,1997,Milk,123000000.0
IDAHO,1997,Milk,5193000000.0
ILLINOIS,1997,Milk,2203000000.0
INDIANA,1997,Milk,2189000000.0
IOWA,1997,Milk,3693000000.0
KANSAS,1997,Milk,1285000000.0
KENTUCKY,1997,Milk,1815000000.0
LOUISIANA,1997,Milk,794000000.0
MAINE,1997,Milk,662000000.0
MARYLAND,1997,Milk,1326000000.0
MASSACHUSETTS,1997,Milk,434000000.0
MICHIGAN,1997,Milk,5410000000.0
MINNESOTA,1997,Milk,9210000000.0
MISSISSIPPI,1997,Milk,634000000.0
MISSOURI,1997,Milk,2362000000.0
MONTANA,1997,Milk,295000000.0
NEBRASKA,1997,Milk,1040000000.0
NEVADA,1997,Milk,477000000.0
NEW HAMPSHIRE,1997,Milk,328000000.0
NEW JERSEY,1997,Milk,299000000.0
NEW MEXICO,1997,Milk,4011000000.0
NEW YORK,1997,Milk,11530000000.0
NORTH CAROLINA,1997,Milk,1304000000.0
NORTH DAKOTA,1997,Milk,713000000.0
OHIO,1997,Milk,4415000000.0
OKLAHOMA,1997,Milk,1249000000.0
OREGON,1997,Milk,1610000000.0
PENNSYLVANIA,1997,Milk,10662000000.0
RHODE ISLAND,1997,Milk,31900000.0
SOUTH CAROLINA,1997,Milk,397000000.0
SOUTH DAKOTA,1997,Milk,1384000000.0
TENNESSEE,1997,Milk,1609000000.0
TEXAS,1997,Milk,5768000000.0
UTAH,1997,Milk,1540000000.0
VERMONT,1997,Milk,2600000000.0
VIRGINIA,1997,Milk,1858000000.0
WASHINGTON,1997,Milk,5305000000.0
WEST VIRGINIA,1997,Milk,266000000.0
WISCONSIN,1997,Milk,22368000000.0
WYOMING,1997,Milk,83800000.0
CALIFORNIA,1997,Yogurt,189561000.0
