State,Year,commodity,total_production
NORTH DAKOTA,1964,Milk,1623000000.0
OHIO,1964,Milk,5396000000.0
OKLAHOMA,1964,Milk,1287000000.0
OREGON,1964,Milk,1010000000.0
PENNSYLVANIA,1964,Milk,7282000000.0
RHODE ISLAND,1964,Milk,106000000.0
SOUTH CAROLINA,1964,Milk,515000000.0
SOUTH DAKOTA,1964,Milk,1559000000.0
TENNESSEE,1964,Milk,2106000000.0
TEXAS,1964,Milk,2951000000.0
UTAH,1964,Milk,730000000.0
VERMONT,1964,Milk,2017000000.0
VIRGINIA,1964,Milk,1825000000.0
WASHINGTON,1964,Milk,1941000000.0
WEST VIRGINIA,1964,Milk,516000000.0
WISCONSIN,1964,Milk,19358000000.0
WYOMING,1964,Milk,180000000.0
ALABAMA,1965,Milk,838000000.0
ALASKA,1965,Milk,20700000.0
ARIZONA,1965,Milk,529000000.0
ARKANSAS,1965,Milk,722000000.0
CALIFORNIA,1965,Milk,8480000000.0
COLORADO,1965,Milk,832000000.0
CONNECTICUT,1965,Milk,713000000.0
DELAWARE,1965,Milk,156000000.0
FLORIDA,1965,Milk,1390000000.0
GEORGIA,1965,Milk,991000000.0
HAWAII,1965,Milk,149000000.0
IDAHO,1965,Milk,1475000000.0
ILLINOIS,1965,Milk,3844000000.0
INDIANA,1965,Milk,2954000000.0
IOWA,1965,Milk,5945000000.0
KANSAS,1965,Milk,1749000000.0
KENTUCKY,1965,Milk,2568000000.0
LOUISIANA,1965,Milk,1002000000.0
MAINE,1965,Milk,660000000.0
MARYLAND,1965,Milk,1559000000.0
MASSACHUSETTS,1965,Milk,790000000.0
MICHIGAN,1965,Milk,5528000000.0
MINNESOTA,1965,Milk,10731000000.0
MISSISSIPPI,1965,Milk,1136000000.0
MISSOURI,1965,Milk,3243000000.0
MONTANA,1965,Milk,378000000.0
NEBRASKA,1965,Milk,1821000000.0
NEVADA,1965,Milk,134000000.0
NEW HAMPSHIRE,1965,Milk,394000000.0
NEW JERSEY,1965,Milk,1034000000.0
NEW MEXICO,1965,Milk,292000000.0
NEW YORK,1965,Milk,11040000000.0
NORTH CAROLINA,1965,Milk,1502000000.0
NORTH DAKOTA,1965,Milk,1467000000.0
OHIO,1965,Milk,5200000000.0
OKLAHOMA,1965,Milk,1314000000.0
OREGON,1965,Milk,980000000.0
PENNSYLVANIA,1965,Milk,7206000000.0
RHODE ISLAND,1965,Milk,103000000.0
SOUTH CAROLINA,1965,Milk,518000000.0
SOUTH DAKOTA,1965,Milk,1580000000.0
TENNESSEE,1965,Milk,2171000000.0
TEXAS,1965,Milk,2973000000.0
UTAH,1965,Milk,736000000.0
VERMONT,1965,Milk,2055000000.0
VIRGINIA,1965,Milk,1829000000.0
WASHINGTON,1965,Milk,1932000000.0
WEST VIRGINIA,1965,Milk,500000000.0
WISCONSIN,1965,Milk,18841000000.0
WYOMING,1965,Milk,175000000.0
ALABAMA,1966,Milk,814000000.0
ALASKA,1966,Milk,19000000.0
ARIZONA,1966,Milk,534000000.0
ARKANSAS,1966,Milk,704000000.0
CALIFORNIA,1966,Milk,8601000000.0
COLORADO,1966,Milk,821000000.0
CONNECTICUT,1966,Milk,702000000.0
DELAWARE,1966,Milk,146000000.0
FLORIDA,1966,Milk,1476000000.0
GEORGIA,1966,Milk,1000000000.0
HAWAII,1966,Milk,151000000.0
IDAHO,1966,Milk,1458000000.0
ILLINOIS,1966,Milk,3524000000.0
INDIANA,1966,Milk,2721000000.0
IOWA,1966,Milk,5659000000.0
KANSAS,1966,Milk,1738000000.0
KENTUCKY,1966,Milk,2550000000.0
LOUISIANA,1966,Milk,1011000000.0
MAINE,1966,Milk,638000000.0
MARYLAND,1966,Milk,1535000000.0
MASSACHUSETTS,1966,Milk,760000000.0
MICHIGAN,1966,Milk,5061000000.0
MINNESOTA,1966,Milk,10099000000.0
MISSISSIPPI,1966,Milk,1120000000.0
MISSOURI,1966,Milk,3169000000.0
MONTANA,1966,Milk,376000000.0
NEBRASKA,1966,Milk,1713000000.0
NEVADA,1966,Milk,134000000.0
NEW HAMPSHIRE,1966,Milk,382000000.0
NEW JERSEY,1966,Milk,947000000.0
NEW MEXICO,1966,Milk,294000000.0
NEW YORK,1966,Milk,10601000000.0
NORTH CAROLINA,1966,Milk,1475000000.0
NORTH DAKOTA,1966,Milk,1335000000.0
OHIO,1966,Milk,4937000000.0
OKLAHOMA,1966,Milk,1300000000.0
OREGON,1966,Milk,978000000.0
PENNSYLVANIA,1966,Milk,7087000000.0
RHODE ISLAND,1966,Milk,95000000.0
SOUTH CAROLINA,1966,Milk,513000000.0
SOUTH DAKOTA,1966,Milk,1598000000.0
TENNESSEE,1966,Milk,2122000000.0
TEXAS,1966,Milk,2947000000.0
UTAH,1966,Milk,736000000.0
VERMONT,1966,Milk,1899000000.0
VIRGINIA,1966,Milk,1795000000.0
WASHINGTON,1966,Milk,1956000000.0
WEST VIRGINIA,1966,Milk,466000000.0
WISCONSIN,1966,Milk,18052000000.0
WYOMING,1966,Milk,163000000.0
ALABAMA,1967,Milk,812000000.0
ALASKA,1967,Milk,18200000.0
ARIZONA,1967,Milk,539000000.0
ARKANSAS,1967,Milk,693000000.0
CALIFORNIA,1967,Milk,8702000000.0
COLORADO,1967,Milk,824000000.0
CONNECTICUT,1967,Milk,693000000.0
DELAWARE,1967,Milk,140000000.0
FLORIDA,1967,Milk,1576000000.0
GEORGIA,1967,Milk,1030000000.0
HAWAII,1967,Milk,147000000.0
IDAHO,1967,Milk,1457000000.0
ILLINOIS,1967,Milk,3277000000.0
INDIANA,1967,Milk,2530000000.0
IOWA,1967,Milk,5399000000.0
KANSAS,1967,Milk,1724000000.0
KENTUCKY,1967,Milk,2550000000.0
LOUISIANA,1967,Milk,1032000000.0
MAINE,1967,Milk,607000000.0
MARYLAND,1967,Milk,1516000000.0
MASSACHUSETTS,1967,Milk,737000000.0
MICHIGAN,1967,Milk,4706000000.0
MINNESOTA,1967,Milk,10240000000.0
MISSISSIPPI,1967,Milk,1114000000.0
MISSOURI,1967,Milk,3148000000.0
MONTANA,1967,Milk,370000000.0
NEBRASKA,1967,Milk,1707000000.0
NEVADA,1967,Milk,134000000.0
NEW HAMPSHIRE,1967,Milk,368000000.0
NEW JERSEY,1967,Milk,877000000.0
NEW MEXICO,1967,Milk,307000000.0
NEW YORK,1967,Milk,10460000000.0
NORTH CAROLINA,1967,Milk,1488000000.0
NORTH DAKOTA,1967,Milk,1237000000.0
OHIO,1967,Milk,4702000000.0
OKLAHOMA,1967,Milk,1315000000.0
OREGON,1967,Milk,935000000.0
PENNSYLVANIA,1967,Milk,7111000000.0
RHODE ISLAND,1967,Milk,87000000.0
SOUTH CAROLINA,1967,Milk,521000000.0
SOUTH DAKOTA,1967,Milk,1600000000.0
TENNESSEE,1967,Milk,2144000000.0
TEXAS,1967,Milk,3030000000.0
UTAH,1967,Milk,745000000.0
VERMONT,1967,Milk,1830000000.0
VIRGINIA,1967,Milk,1780000000.0
WASHINGTON,1967,Milk,1958000000.0
WEST VIRGINIA,1967,Milk,439000000.0
WISCONSIN,1967,Milk,18219000000.0
WYOMING,1967,Milk,157000000.0
ALABAMA,1968,Milk,808000000.0
ALASKA,1968,Milk,17700000.0
ARIZONA,1968,Milk,553000000.0
ARKANSAS,1968,Milk,688000000.0
CALIFORNIA,1968,Milk,8949000000.0
COLORADO,1968,Milk,843000000.0
CONNECTICUT,1968,Milk,677000000.0
DELAWARE,1968,Milk,134000000.0
FLORIDA,1968,Milk,1554000000.0
GEORGIA,1968,Milk,1095000000.0
HAWAII,1968,Milk,134000000.0
IDAHO,1968,Milk,1462000000.0
ILLINOIS,1968,Milk,3109000000.0
INDIANA,1968,Milk,2398000000.0
IOWA,1968,Milk,5097000000.0
KANSAS,1968,Milk,1717000000.0
KENTUCKY,1968,Milk,2485000000.0
LOUISIANA,1968,Milk,1030000000.0
MAINE,1968,Milk,599000000.0
MARYLAND,1968,Milk,1530000000.0
MASSACHUSETTS,1968,Milk,700000000.0
MICHIGAN,1968,Milk,4594000000.0
MINNESOTA,1968,Milk,10221000000.0
MISSISSIPPI,1968,Milk,1072000000.0
MISSOURI,1968,Milk,3059000000.0
MONTANA,1968,Milk,358000000.0
NEBRASKA,1968,Milk,1704000000.0
NEVADA,1968,Milk,137000000.0
NEW HAMPSHIRE,1968,Milk,360000000.0
NEW JERSEY,1968,Milk,810000000.0
NEW MEXICO,1968,Milk,315000000.0
NEW YORK,1968,Milk,10240000000.0
NORTH CAROLINA,1968,Milk,1475000000.0
NORTH DAKOTA,1968,Milk,1194000000.0
OHIO,1968,Milk,4489000000.0
OKLAHOMA,1968,Milk,1283000000.0
OREGON,1968,Milk,965000000.0
PENNSYLVANIA,1968,Milk,6870000000.0
RHODE ISLAND,1968,Milk,80000000.0
SOUTH CAROLINA,1968,Milk,505000000.0
SOUTH DAKOTA,1968,Milk,1660000000.0
TENNESSEE,1968,Milk,2115000000.0
TEXAS,1968,Milk,2982000000.0
UTAH,1968,Milk,759000000.0
VERMONT,1968,Milk,1869000000.0
VIRGINIA,1968,Milk,1796000000.0
WASHINGTON,1968,Milk,1953000000.0
WEST VIRGINIA,1968,Milk,415000000.0
WISCONSIN,1968,Milk,18210000000.0
WYOMING,1968,Milk,155000000.0
ALABAMA,1969,Milk,808000000.0
ALASKA,1969,Milk,17800000.0
ARIZONA,1969,Milk,573000000.0
ARKANSAS,1969,Milk,692000000.0
CALIFORNIA,1969,Milk,8898000000.0
COLORADO,1969,Milk,848000000.0
CONNECTICUT,1969,Milk,679000000.0
DELAWARE,1969,Milk,138000000.0
FLORIDA,1969,Milk,1559000000.0
GEORGIA,1969,Milk,1124000000.0
HAWAII,1969,Milk,133000000.0
IDAHO,1969,Milk,1420000000.0
ILLINOIS,1969,Milk,2999000000.0
INDIANA,1969,Milk,2381000000.0
IOWA,1969,Milk,4885000000.0
KANSAS,1969,Milk,1687000000.0
KENTUCKY,1969,Milk,2447000000.0
LOUISIANA,1969,Milk,1078000000.0
MAINE,1969,Milk,618000000.0
MARYLAND,1969,Milk,1563000000.0
MASSACHUSETTS,1969,Milk,681000000.0
MICHIGAN,1969,Milk,4592000000.0
MINNESOTA,1969,Milk,9727000000.0
MISSISSIPPI,1969,Milk,1061000000.0
MISSOURI,1969,Milk,3077000000.0
MONTANA,1969,Milk,336000000.0
NEBRASKA,1969,Milk,1612000000.0
NEVADA,1969,Milk,139000000.0
NEW HAMPSHIRE,1969,Milk,359000000.0
NEW JERSEY,1969,Milk,782000000.0
NEW MEXICO,1969,Milk,308000000.0
NEW YORK,1969,Milk,10351000000.0
NORTH CAROLINA,1969,Milk,1485000000.0
NORTH DAKOTA,1969,Milk,1103000000.0
OHIO,1969,Milk,4463000000.0
OKLAHOMA,1969,Milk,1257000000.0
OREGON,1969,Milk,937000000.0
PENNSYLVANIA,1969,Milk,6998000000.0
RHODE ISLAND,1969,Milk,80000000.0
SOUTH CAROLINA,1969,Milk,506000000.0
SOUTH DAKOTA,1969,Milk,1567000000.0
TENNESSEE,1969,Milk,2104000000.0
TEXAS,1969,Milk,2987000000.0
UTAH,1969,Milk,783000000.0
VERMONT,1969,Milk,1920000000.0
VIRGINIA,1969,Milk,1775000000.0
WASHINGTON,1969,Milk,1982000000.0
WEST VIRGINIA,1969,Milk,391000000.0
WISCONSIN,1969,Milk,18051000000.0
WYOMING,1969,Milk,146000000.0
ALABAMA,1970,Cheese,4019000.0
ARKANSAS,1970,Cheese,14777000.0
CALIFORNIA,1970,Cheese,17460000.0
CONNECTICUT,1970,Cheese,2036000.0
IDAHO,1970,Cheese,58141000.0
ILLINOIS,1970,Cheese,86186000.0
INDIANA,1970,Cheese,23326000.0
IOWA,1970,Cheese,103516000.0
KANSAS,1970,Cheese,27856000.0
KENTUCKY,1970,Cheese,64963000.0
LOUISIANA,1970,Cheese,4381000.0
MASSACHUSETTS,1970,Cheese,6430000.0
MICHIGAN,1970,Cheese,28818000.0
MINNESOTA,1970,Cheese,161539000.0
MISSISSIPPI,1970,Cheese,8435000.0
MISSOURI,1970,Cheese,98562000.0
MONTANA,1970,Cheese,4214000.0
NEBRASKA,1970,Cheese,35575000.0
NEW JERSEY,1970,Cheese,6609000.0
NEW YORK,1970,Cheese,158317000.0
NORTH DAKOTA,1970,Cheese,34197000.0
OHIO,1970,Cheese,43525000.0
OREGON,1970,Cheese,16428000.0
PENNSYLVANIA,1970,Cheese,24684000.0
RHODE ISLAND,1970,Cheese,789000.0
SOUTH DAKOTA,1970,Cheese,50343000.0
TENNESSEE,1970,Cheese,48918000.0
TEXAS,1970,Cheese,11124000.0
UTAH,1970,Cheese,32966000.0
VERMONT,1970,Cheese,32730000.0
WASHINGTON,1970,Cheese,20126000.0
WISCONSIN,1970,Cheese,947591000.0
ALABAMA,1970,Milk,816000000.0
ALASKA,1970,Milk,18600000.0
ARIZONA,1970,Milk,585000000.0
ARKANSAS,1970,Milk,685000000.0
CALIFORNIA,1970,Milk,9457000000.0
COLORADO,1970,Milk,856000000.0
CONNECTICUT,1970,Milk,661000000.0
DELAWARE,1970,Milk,130000000.0
FLORIDA,1970,Milk,1641000000.0
GEORGIA,1970,Milk,1182000000.0
HAWAII,1970,Milk,137000000.0
IDAHO,1970,Milk,1490000000.0
ILLINOIS,1970,Milk,2850000000.0
INDIANA,1970,Milk,2382000000.0
IOWA,1970,Milk,4670000000.0
KANSAS,1970,Milk,1740000000.0
KENTUCKY,1970,Milk,2471000000.0
LOUISIANA,1970,Milk,1089000000.0
MAINE,1970,Milk,619000000.0
MARYLAND,1970,Milk,1560000000.0
MASSACHUSETTS,1970,Milk,658000000.0
MICHIGAN,1970,Milk,4602000000.0
MINNESOTA,1970,Milk,9636000000.0
MISSISSIPPI,1970,Milk,1049000000.0
MISSOURI,1970,Milk,3012000000.0
MONTANA,1970,Milk,326000000.0
NEBRASKA,1970,Milk,1566000000.0
NEVADA,1970,Milk,142000000.0
NEW HAMPSHIRE,1970,Milk,356000000.0
NEW JERSEY,1970,Milk,730000000.0
NEW MEXICO,1970,Milk,304000000.0
NEW YORK,1970,Milk,10341000000.0
NORTH CAROLINA,1970,Milk,1485000000.0
NORTH DAKOTA,1970,Milk,1065000000.0
OHIO,1970,Milk,4420000000.0
OKLAHOMA,1970,Milk,1250000000.0
OREGON,1970,Milk,970000000.0
PENNSYLVANIA,1970,Milk,7124000000.0
RHODE ISLAND,1970,Milk,75000000.0
SOUTH CAROLINA,1970,Milk,512000000.0
SOUTH DAKOTA,1970,Milk,1578000000.0
TENNESSEE,1970,Milk,2123000000.0
TEXAS,1970,Milk,3065000000.0
UTAH,1970,Milk,819000000.0
VERMONT,1970,Milk,1970000000.0
VIRGINIA,1970,Milk,1749000000.0
WASHINGTON,1970,Milk,2091000000.0
WEST VIRGINIA,1970,Milk,374000000.0
WISCONSIN,1970,Milk,18435000000.0
WYOMING,1970,Milk,140000000.0
ALABAMA,1971,Cheese,3177000.0
ARKANSAS,1971,Cheese,14902000.0
CALIFORNIA,1971,Cheese,21788000.0
CONNECTICUT,1971,Cheese,2287000.0
IDAHO,1971,Cheese,59792000.0
ILLINOIS,1971,Cheese,92597000.0
INDIANA,1971,Cheese,24237000.0
IOWA,1971,Cheese,118205000.0
KANSAS,1971,Cheese,30628000.0
KENTUCKY,1971,Cheese,63375000.0
LOUISIANA,1971,Cheese,3594000.0
MASSACHUSETTS,1971,Cheese,7268000.0
MICHIGAN,1971,Cheese,30476000.0
MINNESOTA,1971,Cheese,202348000.0
MISSOURI,1971,Cheese,104754000.0
MONTANA,1971,Cheese,4938000.0
NEBRASKA,1971,Cheese,49113000.0
NEW JERSEY,1971,Cheese,8744000.0
NEW YORK,1971,Cheese,176483000.0
NORTH DAKOTA,1971,Cheese,37334000.0
OHIO,1971,Cheese,48718000.0
OREGON,1971,Cheese,18820000.0
PENNSYLVANIA,1971,Cheese,29962000.0
RHODE ISLAND,1971,Cheese,872000.0
SOUTH DAKOTA,1971,Cheese,51748000.0
TENNESSEE,1971,Cheese,48913000.0
TEXAS,1971,Cheese,13522000.0
UTAH,1971,Cheese,38982000.0
VERMONT,1971,Cheese,35143000.0
WASHINGTON,1971,Cheese,14566000.0
WISCONSIN,1971,Cheese,986369000.0
ALABAMA,1971,Milk,819000000.0
ALASKA,1971,Milk,17100000.0
ARIZONA,1971,Milk,620000000.0
ARKANSAS,1971,Milk,698000000.0
CALIFORNIA,1971,Milk,9710000000.0
COLORADO,1971,Milk,885000000.0
CONNECTICUT,1971,Milk,660000000.0
DELAWARE,1971,Milk,133000000.0
FLORIDA,1971,Milk,1785000000.0
GEORGIA,1971,Milk,1188000000.0
HAWAII,1971,Milk,133000000.0
IDAHO,1971,Milk,1550000000.0
ILLINOIS,1971,Milk,2814000000.0
INDIANA,1971,Milk,2430000000.0
IOWA,1971,Milk,4577000000.0
KANSAS,1971,Milk,1688000000.0
KENTUCKY,1971,Milk,2480000000.0
LOUISIANA,1971,Milk,1129000000.0
MAINE,1971,Milk,629000000.0
MARYLAND,1971,Milk,1564000000.0
MASSACHUSETTS,1971,Milk,658000000.0
MICHIGAN,1971,Milk,4796000000.0
MINNESOTA,1971,Milk,9618000000.0
MISSISSIPPI,1971,Milk,1011000000.0
MISSOURI,1971,Milk,2999000000.0
MONTANA,1971,Milk,334000000.0
NEBRASKA,1971,Milk,1569000000.0
NEVADA,1971,Milk,141000000.0
NEW HAMPSHIRE,1971,Milk,359000000.0
NEW JERSEY,1971,Milk,684000000.0
NEW MEXICO,1971,Milk,312000000.0
NEW YORK,1971,Milk,10431000000.0
NORTH CAROLINA,1971,Milk,1500000000.0
NORTH DAKOTA,1971,Milk,1023000000.0
OHIO,1971,Milk,4488000000.0
OKLAHOMA,1971,Milk,1260000000.0
OREGON,1971,Milk,1008000000.0
PENNSYLVANIA,1971,Milk,7155000000.0
RHODE ISLAND,1971,Milk,70000000.0
SOUTH CAROLINA,1971,Milk,516000000.0
SOUTH DAKOTA,1971,Milk,1572000000.0
TENNESSEE,1971,Milk,2122000000.0
TEXAS,1971,Milk,3239000000.0
UTAH,1971,Milk,840000000.0
VERMONT,1971,Milk,2025000000.0
VIRGINIA,1971,Milk,1751000000.0
WASHINGTON,1971,Milk,2230000000.0
WEST VIRGINIA,1971,Milk,363000000.0
WISCONSIN,1971,Milk,18848000000.0
WYOMING,1971,Milk,135000000.0
ALABAMA,1972,Cheese,3802000.0
ARKANSAS,1972,Cheese,15013000.0
CALIFORNIA,1972,Cheese,26604000.0
CONNECTICUT,1972,Cheese,3674000.0
IDAHO,1972,Cheese,67230000.0
ILLINOIS,1972,Cheese,92448000.0
INDIANA,1972,Cheese,25372000.0
IOWA,1972,Cheese,147321000.0
KANSAS,1972,Cheese,39883000.0
KENTUCKY,1972,Cheese,60883000.0
LOUISIANA,1972,Cheese,7893000.0
MASSACHUSETTS,1972,Cheese,6416000.0
MICHIGAN,1972,Cheese,31846000.0
MINNESOTA,1972,Cheese,234620000.0
MISSOURI,1972,Cheese,108363000.0
MONTANA,1972,Cheese,4789000.0
NEBRASKA,1972,Cheese,66548000.0
NEW JERSEY,1972,Cheese,10948000.0
NEW YORK,1972,Cheese,198365000.0
NORTH DAKOTA,1972,Cheese,38965000.0
OHIO,1972,Cheese,54602000.0
OREGON,1972,Cheese,19652000.0
PENNSYLVANIA,1972,Cheese,34827000.0
RHODE ISLAND,1972,Cheese,956000.0
SOUTH DAKOTA,1972,Cheese,55581000.0
TENNESSEE,1972,Cheese,45447000.0
UTAH,1972,Cheese,47770000.0
VERMONT,1972,Cheese,33496000.0
WASHINGTON,1972,Cheese,16756000.0
WISCONSIN,1972,Cheese,1063712000.0
ALABAMA,1972,Milk,820000000.0
ALASKA,1972,Milk,17600000.0
ARIZONA,1972,Milk,640000000.0
ARKANSAS,1972,Milk,728000000.0
CALIFORNIA,1972,Milk,10400000000.0
COLORADO,1972,Milk,880000000.0
CONNECTICUT,1972,Milk,643000000.0
DELAWARE,1972,Milk,132000000.0
FLORIDA,1972,Milk,1867000000.0
GEORGIA,1972,Milk,1235000000.0
HAWAII,1972,Milk,136200000.0
IDAHO,1972,Milk,1663000000.0
ILLINOIS,1972,Milk,2838000000.0
INDIANA,1972,Milk,2454000000.0
IOWA,1972,Milk,4400000000.0
KANSAS,1972,Milk,1629000000.0
KENTUCKY,1972,Milk,2530000000.0
LOUISIANA,1972,Milk,1132000000.0
MAINE,1972,Milk,638000000.0
MARYLAND,1972,Milk,1536000000.0
MASSACHUSETTS,1972,Milk,629000000.0
MICHIGAN,1972,Milk,4966000000.0
MINNESOTA,1972,Milk,9580000000.0
MISSISSIPPI,1972,Milk,993000000.0
MISSOURI,1972,Milk,3025000000.0
MONTANA,1972,Milk,334000000.0
NEBRASKA,1972,Milk,1610000000.0
NEVADA,1972,Milk,143000000.0
NEW HAMPSHIRE,1972,Milk,353000000.0
NEW JERSEY,1972,Milk,645000000.0
NEW MEXICO,1972,Milk,326000000.0
NEW YORK,1972,Milk,10306000000.0
NORTH CAROLINA,1972,Milk,1537000000.0
NORTH DAKOTA,1972,Milk,994000000.0
OHIO,1972,Milk,4573000000.0
OKLAHOMA,1972,Milk,1235000000.0
OREGON,1972,Milk,1005000000.0
PENNSYLVANIA,1972,Milk,7031000000.0
RHODE ISLAND,1972,Milk,69000000.0
SOUTH CAROLINA,1972,Milk,518000000.0
SOUTH DAKOTA,1972,Milk,1591000000.0
TENNESSEE,1972,Milk,2217000000.0
TEXAS,1972,Milk,3340000000.0
UTAH,1972,Milk,874000000.0
VERMONT,1972,Milk,2039000000.0
VIRGINIA,1972,Milk,1760000000.0
WASHINGTON,1972,Milk,2307000000.0
WEST VIRGINIA,1972,Milk,345000000.0
WISCONSIN,1972,Milk,19226000000.0
WYOMING,1972,Milk,135000000.0
ALABAMA,1973,Cheese,2118000.0
ARKANSAS,1973,Cheese,13121000.0
CALIFORNIA,1973,Cheese,45588000.0
CONNECTICUT,1973,Cheese,3597000.0
IDAHO,1973,Cheese,72949000.0
ILLINOIS,1973,Cheese,90915000.0
INDIANA,1973,Cheese,22701000.0
IOWA,1973,Cheese,162644000.0
KANSAS,1973,Cheese,34603000.0
KENTUCKY,1973,Cheese,53663000.0
LOUISIANA,1973,Cheese,7070000.0
MASSACHUSETTS,1973,Cheese,5976000.0
MICHIGAN,1973,Cheese,24708000.0
MINNESOTA,1973,Cheese,287160000.0
MISSOURI,1973,Cheese,93494000.0
MONTANA,1973,Cheese,4191000.0
NEBRASKA,1973,Cheese,66062000.0
NEW JERSEY,1973,Cheese,12361000.0
NEW YORK,1973,Cheese,203939000.0
NORTH DAKOTA,1973,Cheese,50115000.0
OHIO,1973,Cheese,53257000.0
OREGON,1973,Cheese,21009000.0
PENNSYLVANIA,1973,Cheese,35624000.0
RHODE ISLAND,1973,Cheese,1085000.0
SOUTH DAKOTA,1973,Cheese,64056000.0
TENNESSEE,1973,Cheese,37585000.0
TEXAS,1973,Cheese,7408000.0
UTAH,1973,Cheese,53252000.0
VERMONT,1973,Cheese,33259000.0
WASHINGTON,1973,Cheese,22941000.0
WISCONSIN,1973,Cheese,1071041000.0
ALABAMA,1973,Milk,785000000.0
ALASKA,1973,Milk,18100000.0
ARIZONA,1973,Milk,737000000.0
ARKANSAS,1973,Milk,706000000.0
CALIFORNIA,1973,Milk,10332000000.0
COLORADO,1973,Milk,854000000.0
CONNECTICUT,1973,Milk,614000000.0
DELAWARE,1973,Milk,128000000.0
FLORIDA,1973,Milk,1843000000.0
GEORGIA,1973,Milk,1168000000.0
HAWAII,1973,Milk,138000000.0
IDAHO,1973,Milk,1657000000.0
ILLINOIS,1973,Milk,2673000000.0
INDIANA,1973,Milk,2329000000.0
IOWA,1973,Milk,4180000000.0
KANSAS,1973,Milk,1505000000.0
KENTUCKY,1973,Milk,2330000000.0
LOUISIANA,1973,Milk,1062000000.0
MAINE,1973,Milk,614000000.0
MARYLAND,1973,Milk,1464000000.0
MASSACHUSETTS,1973,Milk,595000000.0
MICHIGAN,1973,Milk,4636000000.0
MINNESOTA,1973,Milk,9271000000.0
MISSISSIPPI,1973,Milk,950000000.0
MISSOURI,1973,Milk,2992000000.0
MONTANA,1973,Milk,312000000.0
NEBRASKA,1973,Milk,1542000000.0
NEVADA,1973,Milk,144000000.0
NEW HAMPSHIRE,1973,Milk,337000000.0
NEW JERSEY,1973,Milk,575000000.0
NEW MEXICO,1973,Milk,318000000.0
NEW YORK,1973,Milk,9728000000.0
NORTH CAROLINA,1973,Milk,1490000000.0
NORTH DAKOTA,1973,Milk,1044000000.0
OHIO,1973,Milk,4267000000.0
OKLAHOMA,1973,Milk,1140000000.0
OREGON,1973,Milk,1008000000.0
PENNSYLVANIA,1973,Milk,6718000000.0
RHODE ISLAND,1973,Milk,64000000.0
SOUTH CAROLINA,1973,Milk,497000000.0
SOUTH DAKOTA,1973,Milk,1642000000.0
TENNESSEE,1973,Milk,2057000000.0
TEXAS,1973,Milk,3280000000.0
UTAH,1973,Milk,866000000.0
VERMONT,1973,Milk,1948000000.0
VIRGINIA,1973,Milk,1690000000.0
WASHINGTON,1973,Milk,2338000000.0
WEST VIRGINIA,1973,Milk,333000000.0
WISCONSIN,1973,Milk,18442000000.0
WYOMING,1973,Milk,130000000.0
ARKANSAS,1974,Cheese,14500000.0
CALIFORNIA,1974,Cheese,69051000.0
CONNECTICUT,1974,Cheese,3746000.0
IDAHO,1974,Cheese,82385000.0
ILLINOIS,1974,Cheese,89988000.0
INDIANA,1974,Cheese,28760000.0
IOWA,1974,Cheese,177460000.0
KANSAS,1974,Cheese,39221000.0
KENTUCKY,1974,Cheese,58356000.0
LOUISIANA,1974,Cheese,7181000.0
MASSACHUSETTS,1974,Cheese,5412000.0
MICHIGAN,1974,Cheese,28025000.0
MINNESOTA,1974,Cheese,315924000.0
MISSOURI,1974,Cheese,101335000.0
MONTANA,1974,Cheese,3509000.0
NEBRASKA,1974,Cheese,66765000.0
NEW JERSEY,1974,Cheese,13266000.0
NEW YORK,1974,Cheese,218404000.0
NORTH DAKOTA,1974,Cheese,51843000.0
OHIO,1974,Cheese,62774000.0
OKLAHOMA,1974,Cheese,6547000.0
OREGON,1974,Cheese,24911000.0
PENNSYLVANIA,1974,Cheese,68955000.0
RHODE ISLAND,1974,Cheese,989000.0
SOUTH DAKOTA,1974,Cheese,69623000.0
TENNESSEE,1974,Cheese,40111000.0
TEXAS,1974,Cheese,10061000.0
UTAH,1974,Cheese,62886000.0
VERMONT,1974,Cheese,30999000.0
WASHINGTON,1974,Cheese,21736000.0
WISCONSIN,1974,Cheese,1129037000.0
ALABAMA,1974,Milk,708000000.0
ALASKA,1974,Milk,18100000.0
ARIZONA,1974,Milk,810000000.0
ARKANSAS,1974,Milk,706000000.0
CALIFORNIA,1974,Milk,10596000000.0
COLORADO,1974,Milk,866000000.0
CONNECTICUT,1974,Milk,613000000.0
DELAWARE,1974,Milk,128000000.0
FLORIDA,1974,Milk,1875000000.0
GEORGIA,1974,Milk,1190000000.0
HAWAII,1974,Milk,139000000.0
IDAHO,1974,Milk,1555000000.0
ILLINOIS,1974,Milk,2522000000.0
INDIANA,1974,Milk,2260000000.0
IOWA,1974,Milk,4025000000.0
KANSAS,1974,Milk,1403000000.0
KENTUCKY,1974,Milk,2370000000.0
LOUISIANA,1974,Milk,1059000000.0
MAINE,1974,Milk,611000000.0
MARYLAND,1974,Milk,1505000000.0
MASSACHUSETTS,1974,Milk,593000000.0
MICHIGAN,1974,Milk,4350000000.0
MINNESOTA,1974,Milk,9382000000.0
MISSISSIPPI,1974,Milk,907000000.0
MISSOURI,1974,Milk,2989000000.0
MONTANA,1974,Milk,294000000.0
NEBRASKA,1974,Milk,1477000000.0
NEVADA,1974,Milk,167000000.0
